time,Root.z,Root.x,Root.y,Hips.z,Hips.x,Hips.y,spine.z,spine.x,spine.y,spine1.z,spine1.x,spine1.y,spine2.z,spine2.x,spine2.y,spine3.z,spine3.x,spine3.y,spine4.z,spine4.x,spine4.y,spine5.z,spine5.x,spine5.y,spine6.z,spine6.x,spine6.y,spine7.z,spine7.x,spine7.y,spine8.z,spine8.x,spine8.y,spine9.z,spine9.x,spine9.y,Neck.z,Neck.x,Neck.y,LeftShoulder.z,LeftShoulder.x,LeftShoulder.y,LeftShoulderExtra.z,LeftShoulderExtra.x,LeftShoulderExtra.y,LeftArm.z,LeftArm.x,LeftArm.y,LeftArmRoll.z,LeftArmRoll.x,LeftArmRoll.y,LeftForeArm.z,LeftForeArm.x,LeftForeArm.y,LeftForeArmRoll.z,LeftForeArmRoll.x,LeftForeArmRoll.y,LeftHand.z,LeftHand.x,LeftHand.y,LeftHandThumb_rot1.z,LeftHandThumb_rot1.x,LeftHandThumb_rot1.y,LeftHandThumb1.z,LeftHandThumb1.x,LeftHandThumb1.y,LeftHandTumb2.z,LeftHandTumb2.x,LeftHandTumb2.y,LeftHandTumb3.z,LeftHandTumb3.x,LeftHandTumb3.y,LeftHandTumb4.z,LeftHandTumb4.x,LeftHandTumb4.y,LeftHandIM_rot1.z,LeftHandIM_rot1.x,LeftHandIM_rot1.y,LeftHandIM_rot2.z,LeftHandIM_rot2.x,LeftHandIM_rot2.y,LeftHandIndex1.z,LeftHandIndex1.x,LeftHandIndex1.y,LeftHandIndex2.z,LeftHandIndex2.x,LeftHandIndex2.y,LeftHandIndex3.z,LeftHandIndex3.x,LeftHandIndex3.y,LeftHandIndex4.z,LeftHandIndex4.x,LeftHandIndex4.y,LeftHandMiddle1.z,LeftHandMiddle1.x,LeftHandMiddle1.y,LeftHandMiddle2.z,LeftHandMiddle2.x,LeftHandMiddle2.y,LeftHandMiddle3.z,LeftHandMiddle3.x,LeftHandMiddle3.y,LeftHandMiddle4.z,LeftHandMiddle4.x,LeftHandMiddle4.y,LeftHandRP_rot.z,LeftHandRP_rot.x,LeftHandRP_rot.y,LeftHandRing_rot.z,LeftHandRing_rot.x,LeftHandRing_rot.y,LeftHandRing1.z,LeftHandRing1.x,LeftHandRing1.y,LeftHandRing2.z,LeftHandRing2.x,LeftHandRing2.y,LeftHandRing3.z,LeftHandRing3.x,LeftHandRing3.y,LeftHandRing4.z,LeftHandRing4.x,LeftHandRing4.y,LeftHandPinky_rot.z,LeftHandPinky_rot.x,LeftHandPinky_rot.y,LeftHandPinky1.z,LeftHandPinky1.x,LeftHandPinky1.y,LeftHandPinky2.z,LeftHandPinky2.x,LeftHandPinky2.y,LeftHandPinky3.z,LeftHandPinky3.x,LeftHandPinky3.y,LeftHandPinky4.z,LeftHandPinky4.x,LeftHandPinky4.y,Neck1.z,Neck1.x,Neck1.y,Neck2.z,Neck2.x,Neck2.y,Neck3.z,Neck3.x,Neck3.y,Head.z,Head.x,Head.y,HeadTop.z,HeadTop.x,HeadTop.y,Headeye.z,Headeye.x,Headeye.y,RightShoulder.z,RightShoulder.x,RightShoulder.y,RightShoulderExtra.z,RightShoulderExtra.x,RightShoulderExtra.y,RightArm.z,RightArm.x,RightArm.y,RightArmRoll.z,RightArmRoll.x,RightArmRoll.y,RightForeArm.z,RightForeArm.x,RightForeArm.y,RightForeArmRoll.z,RightForeArmRoll.x,RightForeArmRoll.y,RightHand.z,RightHand.x,RightHand.y,RightHandThumb_rot1.z,RightHandThumb_rot1.x,RightHandThumb_rot1.y,RightHandThumb1.z,RightHandThumb1.x,RightHandThumb1.y,RightHandTumb2.z,RightHandTumb2.x,RightHandTumb2.y,RightHandTumb3.z,RightHandTumb3.x,RightHandTumb3.y,RightHandTumb4.z,RightHandTumb4.x,RightHandTumb4.y,RightHandIM_rot1.z,RightHandIM_rot1.x,RightHandIM_rot1.y,RightHandIM_rot2.z,RightHandIM_rot2.x,RightHandIM_rot2.y,RightHandIndex1.z,RightHandIndex1.x,RightHandIndex1.y,RightHandIndex2.z,RightHandIndex2.x,RightHandIndex2.y,RightHandIndex3.z,RightHandIndex3.x,RightHandIndex3.y,RightHandIndex4.z,RightHandIndex4.x,RightHandIndex4.y,RightHandMiddle1.z,RightHandMiddle1.x,RightHandMiddle1.y,RightHandMiddle2.z,RightHandMiddle2.x,RightHandMiddle2.y,RightHandMiddle3.z,RightHandMiddle3.x,RightHandMiddle3.y,RightHandMiddle4.z,RightHandMiddle4.x,RightHandMiddle4.y,RightHandRP_rot.z,RightHandRP_rot.x,RightHandRP_rot.y,RightHandRing_rot.z,RightHandRing_rot.x,RightHandRing_rot.y,RightHandRing1.z,RightHandRing1.x,RightHandRing1.y,RightHandRing2.z,RightHandRing2.x,RightHandRing2.y,RightHandRing3.z,RightHandRing3.x,RightHandRing3.y,RightHandRing4.z,RightHandRing4.x,RightHandRing4.y,RightHandPinky_rot.z,RightHandPinky_rot.x,RightHandPinky_rot.y,RightHandPinky1.z,RightHandPinky1.x,RightHandPinky1.y,RightHandPinky2.z,RightHandPinky2.x,RightHandPinky2.y,RightHandPinky3.z,RightHandPinky3.x,RightHandPinky3.y,RightHandPinky4.z,RightHandPinky4.x,RightHandPinky4.y,LeftUpLeg.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLegRoll.z,LeftUpLegRoll.x,LeftUpLegRoll.y,LeftLeg.z,LeftLeg.x,LeftLeg.y,LeftLegRoll.z,LeftLegRoll.x,LeftLegRoll.y,LeftAnkle.z,LeftAnkle.x,LeftAnkle.y,LeftFoot.z,LeftFoot.x,LeftFoot.y,LeftToeBase.z,LeftToeBase.x,LeftToeBase.y,Leftfoottem.z,Leftfoottem.x,Leftfoottem.y,RightUpLeg.z,RightUpLeg.x,RightUpLeg.y,RightUpLegRoll.z,RightUpLegRoll.x,RightUpLegRoll.y,RightLeg.z,RightLeg.x,RightLeg.y,RightLegRoll.z,RightLegRoll.x,RightLegRoll.y,RightAnkle.z,RightAnkle.x,RightAnkle.y,RightFoot.z,RightFoot.x,RightFoot.y,RightToeBase.z,RightToeBase.x,RightToeBase.y,Rightfoottem.z,Rightfoottem.x,Rightfoottem.y
0,0,0,0,122.996,25.1513,-12.5859,0,0,0,-5.7966,1.53787,-0.24569,0,0,0,-1.85111,1.49579,-0.56376,0,0,0,-8.2868,1.49822,-0.12743,-6.95569,1.74878,1.63559,3.24153,1.91382,-0.49191,-19.76,2.34856,-0.27381,6.346,-0.84083,-1.67652,-50.3903,-12.7816,-170.936,-149.874,-32.7533,19.9311,91.3971,7.92953,75.1449,-13.2134,-6.89349,-104.367,1.81026,15.1376,6.82881,39.9921,42.4545,7.27494,-4.76556,7.21916,-1.82741,97.2844,-62.694,57.73,-20.2785,-5.19017,-5.99361,13.3032,1.47629,16.7486,-18.9361,-1.10879,-3.59773,-9.15672,-0.34916,-2.48758,140.36,-80.6325,87.4489,-35.3501,10.3785,20.5415,16.0101,11.9337,12.2624,-23.4672,1.4084,-3.57155,-2.71786,-9.62032,-3.93799,-10.2272,-1.93055,-10.9375,-142.288,-77.9218,168.609,-29.1603,-2.10676,-8.2281,-3.86371,-6.98351,-13.3751,-8.26966,0.19957,4.20397,-159.686,-81.1536,145.42,-43.9753,16.0283,41.9942,-19.6537,-0.7465,-11.7501,8.25842,-1.75123,-2.20423,-4.02527,-4.36624,-4.9005,-0.51362,-2.59542,-0.79815,109.397,-72.9411,56.5672,-19.0425,-1.48753,-19.4886,0.6894,-0.36953,-13.8805,1.92003,-2.88298,10.2119,2.13948,-4.26934,-10.1913,101.12,-67.8416,49.5345,-74.5923,15.6752,146.496,-22.633,16.4424,28.5913,-8.76244,12.3817,0.7466,-4.78503,18.0963,7.82556,-57.4878,0,180,33.8847,0,90,-131.533,66.6311,-34.7409,74.5369,-9.66564,-92.5542,-15.1974,1.15819,127.294,-5.53923,-9.90965,2.34568,41.15,-45.6736,-11.8088,0.44803,53.025,-1.25296,27.1614,25.0242,17.2842,-20.2748,5.19263,5.99575,0.63406,-3.17614,-14.6041,-38.1996,-0.1333,3.76413,-27.7883,-0.45032,2.47355,-39.642,-80.6323,87.4476,-35.3494,-10.3773,-20.5391,16.0103,-11.9346,-12.2632,-23.4214,0.49723,3.79134,-1.47481,6.52118,5.58393,-10.7186,3.78876,2.11826,37.7095,-77.9227,168.605,-29.496,3.96517,5.50537,-2.56927,3.89457,1.06505,-8.50714,1.67475,-1.17099,20.3233,-81.1528,145.43,-43.9747,-16.0302,-41.9971,-19.6552,0.74669,11.7539,7.86885,3.5855,-3.87219,-3.0018,1.16351,-1.71512,-1.254,4.34257,-0.61359,-70.6063,-72.9393,56.5639,-19.0439,1.4878,19.4924,0.89086,1.93335,-14.8633,2.45701,-0.42242,3.06314,1.22478,5.91086,-5.42504,-78.8788,-67.8433,49.5364,-61.1149,7.92294,-134.08,7.8568,1.37898,-1.63393,-55.1898,13.9634,-18.5456,0.73227,-7.99917,0.57341,-28.226,31.4625,-8.87247,-21.3634,72.1376,147.866,11.076,-3.34904,12.4977,20.1728,-89.557,90,-53.6595,-9.28503,129.839,12.8843,-12.7398,0.73965,-49.8277,-10.8723,20.8131,-2.11323,-5.71759,2.43503,-7.98643,-25.7069,28.5984,-1.90797,-62.2819,-129.072,-8.52083,13.4042,-22.8415,-159.827,-89.5568,90
0.00833,0,0,0,123.022,25.2181,-12.6248,0,0,0,-5.81499,1.55351,-0.24752,0,0,0,-1.95568,1.50075,-0.59613,0,0,0,-8.28637,1.50012,-0.12799,-6.91,1.74533,1.61132,3.23999,1.90481,-0.48883,-19.7329,2.33683,-0.27783,6.33346,-0.83451,-1.66448,-50.3903,-12.7816,-170.936,-149.893,-32.77,19.9313,91.4139,7.91824,75.1057,-13.2797,-6.75717,-104.376,1.81026,15.1376,6.82881,40.0228,42.2909,7.08939,-4.77255,7.06065,-1.82964,97.41,-62.5721,57.6822,-20.2785,-5.19017,-5.99361,13.3032,1.47629,16.7486,-18.9361,-1.10879,-3.59773,-9.15672,-0.34916,-2.48758,140.36,-80.6325,87.4489,-35.3501,10.3785,20.5415,16.0101,11.9337,12.2624,-23.4672,1.4084,-3.57155,-2.71786,-9.62032,-3.93799,-10.2272,-1.93055,-10.9375,-142.288,-77.9218,168.609,-29.1603,-2.10676,-8.2281,-3.86371,-6.98351,-13.3751,-8.26966,0.19957,4.20397,-159.686,-81.1536,145.42,-43.9753,16.0283,41.9942,-19.6537,-0.7465,-11.7501,8.25842,-1.75123,-2.20423,-4.02527,-4.36624,-4.9005,-0.51362,-2.59542,-0.79815,109.397,-72.9411,56.5672,-19.0425,-1.48753,-19.4886,0.6894,-0.36953,-13.8805,1.92003,-2.88298,10.2119,2.13948,-4.26934,-10.1913,101.12,-67.8416,49.5345,-74.5429,15.6367,146.543,-22.6355,16.3763,28.5558,-8.82296,12.3294,0.73271,-4.69338,18.1455,7.90437,-57.4878,0,180,33.8847,0,90,-131.547,66.6324,-34.7314,74.5299,-9.64276,-92.5884,-15.2184,1.21326,127.42,-5.53989,-9.87543,2.34075,40.9221,-45.5163,-11.7307,0.43989,53.1077,-1.24644,26.8785,25.2577,17.6586,-20.2748,5.19263,5.99575,0.63406,-3.17614,-14.6041,-38.1996,-0.1333,3.76413,-27.7883,-0.45032,2.47355,-39.642,-80.6323,87.4476,-35.3494,-10.3773,-20.5391,16.0103,-11.9346,-12.2632,-23.4214,0.49723,3.79134,-1.47481,6.52118,5.58393,-10.7186,3.78876,2.11826,37.7095,-77.9227,168.605,-29.496,3.96517,5.50537,-2.56927,3.89457,1.06505,-8.50714,1.67475,-1.17099,20.3233,-81.1528,145.43,-43.9747,-16.0302,-41.9971,-19.6552,0.74669,11.7539,7.86885,3.5855,-3.87219,-3.0018,1.16351,-1.71512,-1.254,4.34257,-0.61359,-70.6063,-72.9393,56.5639,-19.0439,1.4878,19.4924,0.89086,1.93335,-14.8633,2.45701,-0.42242,3.06314,1.22478,5.91086,-5.42504,-78.8788,-67.8433,49.5364,-60.8536,7.97623,-134.26,7.85888,1.227,-1.65434,-54.9341,13.8486,-18.5119,0.72532,-7.88693,0.55794,-28.2068,31.2515,-8.96002,-21.3199,72.1444,147.826,11.0452,-3.3932,12.7161,20.1728,-89.557,90,-53.3868,-9.44061,130.014,12.8711,-12.7585,0.73537,-49.4061,-10.6656,20.5395,-2.10771,-5.83321,2.43328,-8.06432,-25.4538,28.8249,-1.9811,-62.2558,-129.079,-8.55422,13.54,-22.8218,-159.827,-89.5568,90
0.01667,0,0,0,123.039,25.2806,-12.6524,0,0,0,-5.83529,1.56888,-0.2489,0,0,0,-2.04706,1.5005,-0.6385,0,0,0,-8.28706,1.49637,-0.1285,-6.88966,1.73838,1.59524,3.23949,1.89208,-0.4847,-19.6756,2.31943,-0.27144,6.33071,-0.8299,-1.65564,-50.3903,-12.7816,-170.936,-149.912,-32.778,19.9303,91.4313,7.90518,75.0678,-13.3388,-6.6264,-104.38,1.81026,15.1376,6.82881,40.0378,42.0823,6.89861,-4.77813,6.93461,-1.83142,97.5116,-62.4195,57.642,-20.2785,-5.19017,-5.99361,13.3032,1.47629,16.7486,-18.9361,-1.10879,-3.59773,-9.15672,-0.34916,-2.48758,140.36,-80.6325,87.4489,-35.3501,10.3785,20.5415,16.0101,11.9337,12.2624,-23.4672,1.4084,-3.57155,-2.71786,-9.62032,-3.93799,-10.2272,-1.93055,-10.9375,-142.288,-77.9218,168.609,-29.1603,-2.10676,-8.2281,-3.86371,-6.98351,-13.3751,-8.26966,0.19957,4.20397,-159.686,-81.1536,145.42,-43.9753,16.0283,41.9942,-19.6537,-0.7465,-11.7501,8.25842,-1.75123,-2.20423,-4.02527,-4.36624,-4.9005,-0.51362,-2.59542,-0.79815,109.397,-72.9411,56.5672,-19.0425,-1.48753,-19.4886,0.6894,-0.36953,-13.8805,1.92003,-2.88298,10.2119,2.13948,-4.26934,-10.1913,101.12,-67.8416,49.5345,-74.4693,15.5888,146.576,-22.6369,16.3172,28.5341,-8.88145,12.2892,0.71995,-4.60593,18.1919,7.97882,-57.4878,0,180,33.8847,0,90,-131.552,66.635,-34.727,74.5232,-9.61474,-92.6298,-15.2737,1.23671,127.56,-5.54169,-9.83322,2.33581,40.7216,-45.3519,-11.6571,0.43172,53.1783,-1.24073,26.6062,25.4912,18.063,-20.2748,5.19263,5.99575,0.63406,-3.17614,-14.6041,-38.1996,-0.1333,3.76413,-27.7883,-0.45032,2.47355,-39.642,-80.6323,87.4476,-35.3494,-10.3773,-20.5391,16.0103,-11.9346,-12.2632,-23.4214,0.49723,3.79134,-1.47481,6.52118,5.58393,-10.7186,3.78876,2.11826,37.7095,-77.9227,168.605,-29.496,3.96517,5.50537,-2.56927,3.89457,1.06505,-8.50714,1.67475,-1.17099,20.3233,-81.1528,145.43,-43.9747,-16.0302,-41.9971,-19.6552,0.74669,11.7539,7.86885,3.5855,-3.87219,-3.0018,1.16351,-1.71512,-1.254,4.34257,-0.61359,-70.6063,-72.9393,56.5639,-19.0439,1.4878,19.4924,0.89086,1.93335,-14.8633,2.45701,-0.42242,3.06314,1.22478,5.91086,-5.42504,-78.8788,-67.8433,49.5364,-60.5897,8.06076,-134.451,7.8606,1.0915,-1.67219,-54.6739,13.7281,-18.462,0.72263,-7.79871,0.54709,-28.2393,31.0895,-9.04861,-21.2842,72.1458,147.792,11.0133,-3.46749,12.9367,20.1728,-89.557,90,-53.0928,-9.59418,130.172,12.8577,-12.7248,0.73362,-48.9676,-10.4749,20.2376,-2.10319,-5.9427,2.42972,-8.12751,-25.2361,29.0941,-2.10938,-62.2165,-129.108,-8.56788,13.674,-22.8577,-159.827,-89.5568,90
0.025,0,0,0,123.044,25.3314,-12.6666,0,0,0,-5.85588,1.58127,-0.24991,0,0,0,-2.13128,1.49726,-0.68109,0,0,0,-8.28794,1.48957,-0.12878,-6.86571,1.72977,1.58316,3.23876,1.87704,-0.47996,-19.6291,2.29884,-0.25675,6.33097,-0.82572,-1.64772,-50.3903,-12.7816,-170.936,-149.941,-32.782,19.9308,91.4488,7.88977,75.0283,-13.3886,-6.48146,-104.388,1.81026,15.1376,6.82881,40.0497,41.866,6.70582,-4.78501,6.77848,-1.83367,97.5687,-62.222,57.5863,-20.2785,-5.19017,-5.99361,13.3032,1.47629,16.7486,-18.9361,-1.10879,-3.59773,-9.15672,-0.34916,-2.48758,140.36,-80.6325,87.4489,-35.3501,10.3785,20.5415,16.0101,11.9337,12.2624,-23.4672,1.4084,-3.57155,-2.71786,-9.62032,-3.93799,-10.2272,-1.93055,-10.9375,-142.288,-77.9218,168.609,-29.1603,-2.10676,-8.2281,-3.86371,-6.98351,-13.3751,-8.26966,0.19957,4.20397,-159.686,-81.1536,145.42,-43.9753,16.0283,41.9942,-19.6537,-0.7465,-11.7501,8.25842,-1.75123,-2.20423,-4.02527,-4.36624,-4.9005,-0.51362,-2.59542,-0.79815,109.397,-72.9411,56.5672,-19.0425,-1.48753,-19.4886,0.6894,-0.36953,-13.8805,1.92003,-2.88298,10.2119,2.13948,-4.26934,-10.1913,101.12,-67.8416,49.5345,-74.4064,15.5442,146.599,-22.6371,16.2723,28.526,-8.9344,12.264,0.70996,-4.52927,18.2323,8.0437,-57.4878,0,180,33.8847,0,90,-131.578,66.6385,-34.7121,74.5134,-9.58661,-92.6757,-15.3456,1.2456,127.707,-5.54488,-9.77066,2.33036,40.5374,-45.1792,-11.5817,0.42414,53.2457,-1.23529,26.3722,25.6982,18.4478,-20.2748,5.19263,5.99575,0.63406,-3.17614,-14.6041,-38.1996,-0.1333,3.76413,-27.7883,-0.45032,2.47355,-39.642,-80.6323,87.4476,-35.3494,-10.3773,-20.5391,16.0103,-11.9346,-12.2632,-23.4214,0.49723,3.79134,-1.47481,6.52118,5.58393,-10.7186,3.78876,2.11826,37.7095,-77.9227,168.605,-29.496,3.96517,5.50537,-2.56927,3.89457,1.06505,-8.50714,1.67475,-1.17099,20.3233,-81.1528,145.43,-43.9747,-16.0302,-41.9971,-19.6552,0.74669,11.7539,7.86885,3.5855,-3.87219,-3.0018,1.16351,-1.71512,-1.254,4.34257,-0.61359,-70.6063,-72.9393,56.5639,-19.0439,1.4878,19.4924,0.89086,1.93335,-14.8633,2.45701,-0.42242,3.06314,1.22478,5.91086,-5.42504,-78.8788,-67.8433,49.5364,-60.3177,8.16175,-134.65,7.86229,0.97043,-1.68806,-54.4146,13.6028,-18.4065,0.72324,-7.73509,0.53887,-28.3204,30.9583,-9.11115,-21.2501,72.1502,147.764,10.9895,-3.53103,13.1251,20.1728,-89.557,90,-52.7776,-9.74839,130.318,12.8458,-12.6449,0.7348,-48.5052,-10.2926,19.9188,-2.09764,-6.02969,2.42503,-8.22555,-25.0652,29.3658,-2.2463,-62.1739,-129.14,-8.56232,13.8184,-22.8875,-159.827,-89.5568,90
0.03333,0,0,0,123.033,25.363,-12.6655,0,0,0,-5.87513,1.58796,-0.2506,0,0,0,-2.21433,1.49322,-0.71409,0,0,0,-8.28808,1.48235,-0.12867,-6.80913,1.72127,1.5709,3.23655,1.86107,-0.47509,-19.6344,2.27759,-0.23585,6.32746,-0.82069,-1.63846,-50.3903,-12.7816,-170.936,-149.992,-32.7867,19.9351,91.4657,7.8714,74.9842,-13.4268,-6.30252,-104.414,1.81026,15.1376,6.82881,40.072,41.6791,6.51367,-4.79593,6.52972,-1.83732,97.5617,-61.9653,57.4929,-20.2785,-5.19017,-5.99361,13.3032,1.47629,16.7486,-18.9361,-1.10879,-3.59773,-9.15672,-0.34916,-2.48758,140.36,-80.6325,87.4489,-35.3501,10.3785,20.5415,16.0101,11.9337,12.2624,-23.4672,1.4084,-3.57155,-2.71786,-9.62032,-3.93799,-10.2272,-1.93055,-10.9375,-142.288,-77.9218,168.609,-29.1603,-2.10676,-8.2281,-3.86371,-6.98351,-13.3751,-8.26966,0.19957,4.20397,-159.686,-81.1536,145.42,-43.9753,16.0283,41.9942,-19.6537,-0.7465,-11.7501,8.25842,-1.75123,-2.20423,-4.02527,-4.36624,-4.9005,-0.51362,-2.59542,-0.79815,109.397,-72.9411,56.5672,-19.0425,-1.48753,-19.4886,0.6894,-0.36953,-13.8805,1.92003,-2.88298,10.2119,2.13948,-4.26934,-10.1913,101.12,-67.8416,49.5345,-74.3892,15.5154,146.617,-22.6356,16.2488,28.5312,-8.97829,12.257,0.70444,-4.47,18.2635,8.09382,-57.4878,0,180,33.8847,0,90,-131.654,66.6426,-34.6711,74.4974,-9.56341,-92.7233,-15.4166,1.25715,127.854,-5.54968,-9.67537,2.32387,40.3585,-44.9968,-11.4982,0.4178,53.3187,-1.22955,26.2061,25.8532,18.7627,-20.2748,5.19263,5.99575,0.63406,-3.17614,-14.6041,-38.1996,-0.1333,3.76413,-27.7883,-0.45032,2.47355,-39.642,-80.6323,87.4476,-35.3494,-10.3773,-20.5391,16.0103,-11.9346,-12.2632,-23.4214,0.49723,3.79134,-1.47481,6.52118,5.58393,-10.7186,3.78876,2.11826,37.7095,-77.9227,168.605,-29.496,3.96517,5.50537,-2.56927,3.89457,1.06505,-8.50714,1.67475,-1.17099,20.3233,-81.1528,145.43,-43.9747,-16.0302,-41.9971,-19.6552,0.74669,11.7539,7.86885,3.5855,-3.87219,-3.0018,1.16351,-1.71512,-1.254,4.34257,-0.61359,-70.6063,-72.9393,56.5639,-19.0439,1.4878,19.4924,0.89086,1.93335,-14.8633,2.45701,-0.42242,3.06314,1.22478,5.91086,-5.42504,-78.8788,-67.8433,49.5364,-60.0322,8.2642,-134.85,7.86424,0.86176,-1.70253,-54.1619,13.4739,-18.3562,0.72623,-7.69664,0.53128,-28.4466,30.8398,-9.12061,-21.2116,72.1663,147.745,10.9824,-3.54312,13.2469,20.1728,-89.557,90,-52.4414,-9.90595,130.455,12.8368,-12.525,0.73929,-48.0115,-10.1113,19.5947,-2.08906,-6.07781,2.4199,-8.40736,-24.9526,29.6003,-2.34553,-62.1378,-129.157,-8.53868,13.9855,-22.8493,-159.827,-89.5568,90
0.04167,0,0,0,122.999,25.3762,-12.6514,0,0,0,-5.8924,1.58761,-0.25107,0,0,0,-2.29534,1.48946,-0.73354,0,0,0,-8.28752,1.47602,-0.1281,-6.69719,1.71449,1.55791,3.23189,1.84378,-0.47,-19.7264,2.25547,-0.20611,6.31741,-0.8146,-1.62777,-50.3903,-12.7816,-170.936,-150.078,-32.7944,19.9471,91.4843,7.84792,74.9315,-13.4559,-6.0697,-104.458,1.81026,15.1376,6.82881,40.1275,41.5493,6.3139,-4.81182,6.16908,-1.84266,97.4733,-61.6315,57.3488,-20.2785,-5.19017,-5.99361,13.3032,1.47629,16.7486,-18.9361,-1.10879,-3.59773,-9.15672,-0.34916,-2.48758,140.36,-80.6325,87.4489,-35.3501,10.3785,20.5415,16.0101,11.9337,12.2624,-23.4672,1.4084,-3.57155,-2.71786,-9.62032,-3.93799,-10.2272,-1.93055,-10.9375,-142.288,-77.9218,168.609,-29.1603,-2.10676,-8.2281,-3.86371,-6.98351,-13.3751,-8.26966,0.19957,4.20397,-159.686,-81.1536,145.42,-43.9753,16.0283,41.9942,-19.6537,-0.7465,-11.7501,8.25842,-1.75123,-2.20423,-4.02527,-4.36624,-4.9005,-0.51362,-2.59542,-0.79815,109.397,-72.9411,56.5672,-19.0425,-1.48753,-19.4886,0.6894,-0.36953,-13.8805,1.92003,-2.88298,10.2119,2.13948,-4.26934,-10.1913,101.12,-67.8416,49.5345,-74.4401,15.5089,146.632,-22.6329,16.2463,28.5481,-9.01336,12.2696,0.70508,-4.42885,18.2836,8.12608,-57.4878,0,180,33.8847,0,90,-131.813,66.6472,-34.5889,74.4728,-9.54741,-92.7734,-15.4891,1.26646,127.998,-5.55643,-9.54087,2.31607,40.193,-44.8003,-11.3997,0.41296,53.4058,-1.22279,26.1283,25.9443,19.0005,-20.2748,5.19263,5.99575,0.63406,-3.17614,-14.6041,-38.1996,-0.1333,3.76413,-27.7883,-0.45032,2.47355,-39.642,-80.6323,87.4476,-35.3494,-10.3773,-20.5391,16.0103,-11.9346,-12.2632,-23.4214,0.49723,3.79134,-1.47481,6.52118,5.58393,-10.7186,3.78876,2.11826,37.7095,-77.9227,168.605,-29.496,3.96517,5.50537,-2.56927,3.89457,1.06505,-8.50714,1.67475,-1.17099,20.3233,-81.1528,145.43,-43.9747,-16.0302,-41.9971,-19.6552,0.74669,11.7539,7.86885,3.5855,-3.87219,-3.0018,1.16351,-1.71512,-1.254,4.34257,-0.61359,-70.6063,-72.9393,56.5639,-19.0439,1.4878,19.4924,0.89086,1.93335,-14.8633,2.45701,-0.42242,3.06314,1.22478,5.91086,-5.42504,-78.8788,-67.8433,49.5364,-59.7351,8.36481,-135.049,7.86638,0.76758,-1.71531,-53.9179,13.3479,-18.3118,0.73262,-7.68433,0.5236,-28.6447,30.7295,-9.05075,-21.1619,72.2012,147.735,11.0003,-3.47712,13.2799,20.1728,-89.557,90,-52.0751,-10.0654,130.587,12.8319,-12.3609,0.74782,-47.4911,-9.92209,19.2638,-2.07644,-6.09309,2.41434,-8.68274,-24.8875,29.7981,-2.38297,-62.1054,-129.137,-8.48522,14.1835,-22.7076,-159.827,-89.5568,90
